Time,species,Age,numbers,.id,Ageclass
1986,Saithe,13,305000,Saithe13_Nums,Ageclass 13
1986,Saithe,14,138000,Saithe14_Nums,Ageclass 14
1987,Saithe,1,3.20E+07,Saithe1_Nums,Ageclass 1
1987,Saithe,2,5.10E+07,Saithe2_Nums,Ageclass 2
1987,Saithe,3,9.10E+07,Saithe3_Nums,Ageclass 3
1987,Saithe,4,5.40E+07,Saithe4_Nums,Ageclass 4
1987,Saithe,5,2.20E+07,Saithe5_Nums,Ageclass 5
1987,Saithe,6,1.80E+07,Saithe6_Nums,Ageclass 6
1987,Saithe,7,8667000,Saithe7_Nums,Ageclass 7
1987,Saithe,8,3494000,Saithe8_Nums,Ageclass 8
1987,Saithe,9,1830000,Saithe9_Nums,Ageclass 9
1987,Saithe,10,1469000,Saithe10_Nums,Ageclass 10
1987,Saithe,11,1658000,Saithe11_Nums,Ageclass 11
1987,Saithe,12,866000,Saithe12_Nums,Ageclass 12
1987,Saithe,13,239000,Saithe13_Nums,Ageclass 13
1987,Saithe,14,178000,Saithe14_Nums,Ageclass 14
1988,Saithe,1,2.10E+07,Saithe1_Nums,Ageclass 1
1988,Saithe,2,3.20E+07,Saithe2_Nums,Ageclass 2
1988,Saithe,3,5.10E+07,Saithe3_Nums,Ageclass 3
1988,Saithe,4,7.30E+07,Saithe4_Nums,Ageclass 4
1988,Saithe,5,4.00E+07,Saithe5_Nums,Ageclass 5
1988,Saithe,6,1.40E+07,Saithe6_Nums,Ageclass 6
1988,Saithe,7,1.00E+07,Saithe7_Nums,Ageclass 7
1988,Saithe,8,4599000,Saithe8_Nums,Ageclass 8
1988,Saithe,9,1699000,Saithe9_Nums,Ageclass 9
1988,Saithe,10,925000,Saithe10_Nums,Ageclass 10
1988,Saithe,11,715000,Saithe11_Nums,Ageclass 11
1988,Saithe,12,906000,Saithe12_Nums,Ageclass 12
1988,Saithe,13,463000,Saithe13_Nums,Ageclass 13
1988,Saithe,14,128000,Saithe14_Nums,Ageclass 14
1989,Saithe,1,2.90E+07,Saithe1_Nums,Ageclass 1
1989,Saithe,2,2.10E+07,Saithe2_Nums,Ageclass 2
1989,Saithe,3,3.20E+07,Saithe3_Nums,Ageclass 3
1989,Saithe,4,4.10E+07,Saithe4_Nums,Ageclass 4
1989,Saithe,5,5.40E+07,Saithe5_Nums,Ageclass 5
1989,Saithe,6,2.70E+07,Saithe6_Nums,Ageclass 6
1989,Saithe,7,8440000,Saithe7_Nums,Ageclass 7
1989,Saithe,8,5628000,Saithe8_Nums,Ageclass 8
1989,Saithe,9,2334000,Saithe9_Nums,Ageclass 9
1989,Saithe,10,893000,Saithe10_Nums,Ageclass 10
1989,Saithe,11,469000,Saithe11_Nums,Ageclass 11
1989,Saithe,12,404000,Saithe12_Nums,Ageclass 12
1989,Saithe,13,502000,Saithe13_Nums,Ageclass 13
1989,Saithe,14,256000,Saithe14_Nums,Ageclass 14
1990,Saithe,1,1.50E+07,Saithe1_Nums,Ageclass 1
1990,Saithe,2,2.90E+07,Saithe2_Nums,Ageclass 2
1990,Saithe,3,2.10E+07,Saithe3_Nums,Ageclass 3
1990,Saithe,4,2.60E+07,Saithe4_Nums,Ageclass 4
1990,Saithe,5,3.00E+07,Saithe5_Nums,Ageclass 5
1990,Saithe,6,3.70E+07,Saithe6_Nums,Ageclass 6
1990,Saithe,7,1.60E+07,Saithe7_Nums,Ageclass 7
1990,Saithe,8,4732000,Saithe8_Nums,Ageclass 8
1990,Saithe,9,2924000,Saithe9_Nums,Ageclass 9
1990,Saithe,10,1253000,Saithe10_Nums,Ageclass 10
1990,Saithe,11,464000,Saithe11_Nums,Ageclass 11
1990,Saithe,12,270000,Saithe12_Nums,Ageclass 12
1990,Saithe,13,228000,Saithe13_Nums,Ageclass 13
1990,Saithe,14,283000,Saithe14_Nums,Ageclass 14
1991,Saithe,1,2.00E+07,Saithe1_Nums,Ageclass 1
1991,Saithe,2,1.50E+07,Saithe2_Nums,Ageclass 2
1991,Saithe,3,2.90E+07,Saithe3_Nums,Ageclass 3
1991,Saithe,4,1.70E+07,Saithe4_Nums,Ageclass 4
1991,Saithe,5,1.90E+07,Saithe5_Nums,Ageclass 5
1991,Saithe,6,2.00E+07,Saithe6_Nums,Ageclass 6
1991,Saithe,7,3.10E+07,Saithe7_Nums,Ageclass 7
1991,Saithe,8,8609000,Saithe8_Nums,Ageclass 8
1991,Saithe,9,2306000,Saithe9_Nums,Ageclass 9
1991,Saithe,10,1480000,Saithe10_Nums,Ageclass 10
1991,Saithe,11,611000,Saithe11_Nums,Ageclass 11
1991,Saithe,12,254000,Saithe12_Nums,Ageclass 12
1991,Saithe,13,145000,Saithe13_Nums,Ageclass 13
1991,Saithe,14,122000,Saithe14_Nums,Ageclass 14
1992,Saithe,1,1.80E+07,Saithe1_Nums,Ageclass 1
1992,Saithe,2,2.00E+07,Saithe2_Nums,Ageclass 2
1992,Saithe,3,1.50E+07,Saithe3_Nums,Ageclass 3
1992,Saithe,4,2.40E+07,Saithe4_Nums,Ageclass 4
1992,Saithe,5,1.20E+07,Saithe5_Nums,Ageclass 5
1992,Saithe,6,1.20E+07,Saithe6_Nums,Ageclass 6
1992,Saithe,7,1.10E+07,Saithe7_Nums,Ageclass 7
1992,Saithe,8,1.60E+07,Saithe8_Nums,Ageclass 8
1992,Saithe,9,4052000,Saithe9_Nums,Ageclass 9
1992,Saithe,10,1130000,Saithe10_Nums,Ageclass 10
1992,Saithe,11,697000,Saithe11_Nums,Ageclass 11
1992,Saithe,12,326000,Saithe12_Nums,Ageclass 12
1992,Saithe,13,132000,Saithe13_Nums,Ageclass 13
1992,Saithe,14,75000,Saithe14_Nums,Ageclass 14
1993,Saithe,1,3.00E+07,Saithe1_Nums,Ageclass 1
1993,Saithe,2,1.80E+07,Saithe2_Nums,Ageclass 2
1993,Saithe,3,2.00E+07,Saithe3_Nums,Ageclass 3
1993,Saithe,4,1.20E+07,Saithe4_Nums,Ageclass 4
1993,Saithe,5,1.70E+07,Saithe5_Nums,Ageclass 5
1993,Saithe,6,8076000,Saithe6_Nums,Ageclass 6
1993,Saithe,7,7081000,Saithe7_Nums,Ageclass 7
1993,Saithe,8,5921000,Saithe8_Nums,Ageclass 8
1993,Saithe,9,7715000,Saithe9_Nums,Ageclass 9
1993,Saithe,10,2007000,Saithe10_Nums,Ageclass 10
1993,Saithe,11,538000,Saithe11_Nums,Ageclass 11
1993,Saithe,12,375000,Saithe12_Nums,Ageclass 12
1993,Saithe,13,171000,Saithe13_Nums,Ageclass 13
1993,Saithe,14,69000,Saithe14_Nums,Ageclass 14
1994,Saithe,1,2.60E+07,Saithe1_Nums,Ageclass 1
1994,Saithe,2,3.00E+07,Saithe2_Nums,Ageclass 2
1994,Saithe,3,1.80E+07,Saithe3_Nums,Ageclass 3
1994,Saithe,4,1.60E+07,Saithe4_Nums,Ageclass 4
1994,Saithe,5,8738000,Saithe5_Nums,Ageclass 5
1994,Saithe,6,1.10E+07,Saithe6_Nums,Ageclass 6
1994,Saithe,7,4449000,Saithe7_Nums,Ageclass 7
1994,Saithe,8,3558000,Saithe8_Nums,Ageclass 8
1994,Saithe,9,2698000,Saithe9_Nums,Ageclass 9
1994,Saithe,10,3669000,Saithe10_Nums,Ageclass 10
1994,Saithe,11,915000,Saithe11_Nums,Ageclass 11
1994,Saithe,12,280000,Saithe12_Nums,Ageclass 12
1994,Saithe,13,190000,Saithe13_Nums,Ageclass 13
1994,Saithe,14,87000,Saithe14_Nums,Ageclass 14
1995,Saithe,1,1.70E+07,Saithe1_Nums,Ageclass 1
1995,Saithe,2,2.60E+07,Saithe2_Nums,Ageclass 2
1995,Saithe,3,3.00E+07,Saithe3_Nums,Ageclass 3
1995,Saithe,4,1.40E+07,Saithe4_Nums,Ageclass 4
1995,Saithe,5,1.20E+07,Saithe5_Nums,Ageclass 5
1995,Saithe,6,5458000,Saithe6_Nums,Ageclass 6
1995,Saithe,7,5869000,Saithe7_Nums,Ageclass 7
1995,Saithe,8,2097000,Saithe8_Nums,Ageclass 8
1995,Saithe,9,1501000,Saithe9_Nums,Ageclass 9
1995,Saithe,10,1195000,Saithe10_Nums,Ageclass 10
1995,Saithe,11,1548000,Saithe11_Nums,Ageclass 11
1995,Saithe,12,448000,Saithe12_Nums,Ageclass 12
1995,Saithe,13,133000,Saithe13_Nums,Ageclass 13
1995,Saithe,14,90000,Saithe14_Nums,Ageclass 14
1996,Saithe,1,8976000,Saithe1_Nums,Ageclass 1
1996,Saithe,2,1.70E+07,Saithe2_Nums,Ageclass 2
1996,Saithe,3,2.60E+07,Saithe3_Nums,Ageclass 3
1996,Saithe,4,2.40E+07,Saithe4_Nums,Ageclass 4
1996,Saithe,5,1.00E+07,Saithe5_Nums,Ageclass 5
1996,Saithe,6,7150000,Saithe6_Nums,Ageclass 6
1996,Saithe,7,2832000,Saithe7_Nums,Ageclass 7
1996,Saithe,8,2740000,Saithe8_Nums,Ageclass 8
1996,Saithe,9,875000,Saithe9_Nums,Ageclass 9
1996,Saithe,10,658000,Saithe10_Nums,Ageclass 10
1996,Saithe,11,498000,Saithe11_Nums,Ageclass 11
1996,Saithe,12,751000,Saithe12_Nums,Ageclass 12
1996,Saithe,13,211000,Saithe13_Nums,Ageclass 13
1996,Saithe,14,63000,Saithe14_Nums,Ageclass 14
1997,Saithe,1,3.10E+07,Saithe1_Nums,Ageclass 1
1997,Saithe,2,8975000,Saithe2_Nums,Ageclass 2
1997,Saithe,3,1.70E+07,Saithe3_Nums,Ageclass 3
1997,Saithe,4,2.10E+07,Saithe4_Nums,Ageclass 4
1997,Saithe,5,1.80E+07,Saithe5_Nums,Ageclass 5
1997,Saithe,6,6597000,Saithe6_Nums,Ageclass 6
1997,Saithe,7,3938000,Saithe7_Nums,Ageclass 7
1997,Saithe,8,1423000,Saithe8_Nums,Ageclass 8
1997,Saithe,9,1248000,Saithe9_Nums,Ageclass 9
1997,Saithe,10,416000,Saithe10_Nums,Ageclass 10
1997,Saithe,11,3.00E+05,Saithe11_Nums,Ageclass 11
1997,Saithe,12,259000,Saithe12_Nums,Ageclass 12
1997,Saithe,13,380000,Saithe13_Nums,Ageclass 13
1997,Saithe,14,107000,Saithe14_Nums,Ageclass 14
1998,Saithe,1,3.20E+07,Saithe1_Nums,Ageclass 1
1998,Saithe,2,3.10E+07,Saithe2_Nums,Ageclass 2
1998,Saithe,3,8975000,Saithe3_Nums,Ageclass 3
1998,Saithe,4,1.40E+07,Saithe4_Nums,Ageclass 4
1998,Saithe,5,1.50E+07,Saithe5_Nums,Ageclass 5
1998,Saithe,6,1.10E+07,Saithe6_Nums,Ageclass 6
1998,Saithe,7,3974000,Saithe7_Nums,Ageclass 7
1998,Saithe,8,2148000,Saithe8_Nums,Ageclass 8
1998,Saithe,9,703000,Saithe9_Nums,Ageclass 9
1998,Saithe,10,598000,Saithe10_Nums,Ageclass 10
1998,Saithe,11,206000,Saithe11_Nums,Ageclass 11
1998,Saithe,12,148000,Saithe12_Nums,Ageclass 12
1998,Saithe,13,134000,Saithe13_Nums,Ageclass 13
1998,Saithe,14,197000,Saithe14_Nums,Ageclass 14
1999,Saithe,1,5.60E+07,Saithe1_Nums,Ageclass 1
1999,Saithe,2,3.20E+07,Saithe2_Nums,Ageclass 2
1999,Saithe,3,3.10E+07,Saithe3_Nums,Ageclass 3
1999,Saithe,4,7143000,Saithe4_Nums,Ageclass 4
1999,Saithe,5,9945000,Saithe5_Nums,Ageclass 5
1999,Saithe,6,1.00E+07,Saithe6_Nums,Ageclass 6
1999,Saithe,7,7329000,Saithe7_Nums,Ageclass 7
1999,Saithe,8,2345000,Saithe8_Nums,Ageclass 8
1999,Saithe,9,1170000,Saithe9_Nums,Ageclass 9
1999,Saithe,10,373000,Saithe10_Nums,Ageclass 10
1999,Saithe,11,326000,Saithe11_Nums,Ageclass 11
1999,Saithe,12,112000,Saithe12_Nums,Ageclass 12
1999,Saithe,13,84000,Saithe13_Nums,Ageclass 13
1999,Saithe,14,76000,Saithe14_Nums,Ageclass 14
2000,Saithe,1,6.50E+07,Saithe1_Nums,Ageclass 1
2000,Saithe,2,5.60E+07,Saithe2_Nums,Ageclass 2
2000,Saithe,3,3.20E+07,Saithe3_Nums,Ageclass 3
2000,Saithe,4,2.50E+07,Saithe4_Nums,Ageclass 4
2000,Saithe,5,5188000,Saithe5_Nums,Ageclass 5
2000,Saithe,6,6729000,Saithe6_Nums,Ageclass 6
2000,Saithe,7,6395000,Saithe7_Nums,Ageclass 7
2000,Saithe,8,4273000,Saithe8_Nums,Ageclass 8
2000,Saithe,9,1259000,Saithe9_Nums,Ageclass 9
2000,Saithe,10,612000,Saithe10_Nums,Ageclass 10
2000,Saithe,11,201000,Saithe11_Nums,Ageclass 11
2000,Saithe,12,175000,Saithe12_Nums,Ageclass 12
2000,Saithe,13,63000,Saithe13_Nums,Ageclass 13
2000,Saithe,14,47000,Saithe14_Nums,Ageclass 14
2001,Saithe,1,7.30E+07,Saithe1_Nums,Ageclass 1
2001,Saithe,2,6.50E+07,Saithe2_Nums,Ageclass 2
2001,Saithe,3,5.60E+07,Saithe3_Nums,Ageclass 3
2001,Saithe,4,2.60E+07,Saithe4_Nums,Ageclass 4
2001,Saithe,5,1.80E+07,Saithe5_Nums,Ageclass 5
2001,Saithe,6,3479000,Saithe6_Nums,Ageclass 6
2001,Saithe,7,4212000,Saithe7_Nums,Ageclass 7
2001,Saithe,8,3669000,Saithe8_Nums,Ageclass 8
2001,Saithe,9,2248000,Saithe9_Nums,Ageclass 9
2001,Saithe,10,645000,Saithe10_Nums,Ageclass 10
2001,Saithe,11,323000,Saithe11_Nums,Ageclass 11
2001,Saithe,12,106000,Saithe12_Nums,Ageclass 12
2001,Saithe,13,96000,Saithe13_Nums,Ageclass 13
2001,Saithe,14,34000,Saithe14_Nums,Ageclass 14
2002,Saithe,1,2.60E+07,Saithe1_Nums,Ageclass 1
2002,Saithe,2,7.30E+07,Saithe2_Nums,Ageclass 2
2002,Saithe,3,6.50E+07,Saithe3_Nums,Ageclass 3
2002,Saithe,4,4.40E+07,Saithe4_Nums,Ageclass 4
2002,Saithe,5,1.90E+07,Saithe5_Nums,Ageclass 5
2002,Saithe,6,1.20E+07,Saithe6_Nums,Ageclass 6
2002,Saithe,7,2277000,Saithe7_Nums,Ageclass 7
2002,Saithe,8,2564000,Saithe8_Nums,Ageclass 8
2002,Saithe,9,2077000,Saithe9_Nums,Ageclass 9
2002,Saithe,10,1245000,Saithe10_Nums,Ageclass 10
2002,Saithe,11,365000,Saithe11_Nums,Ageclass 11
2002,Saithe,12,183000,Saithe12_Nums,Ageclass 12
2002,Saithe,13,62000,Saithe13_Nums,Ageclass 13
2002,Saithe,14,56000,Saithe14_Nums,Ageclass 14
2003,Saithe,1,7.30E+07,Saithe1_Nums,Ageclass 1
2003,Saithe,2,2.60E+07,Saithe2_Nums,Ageclass 2
2003,Saithe,3,7.30E+07,Saithe3_Nums,Ageclass 3
2003,Saithe,4,5.20E+07,Saithe4_Nums,Ageclass 4
2003,Saithe,5,3.20E+07,Saithe5_Nums,Ageclass 5
2003,Saithe,6,1.30E+07,Saithe6_Nums,Ageclass 6
2003,Saithe,7,8021000,Saithe7_Nums,Ageclass 7
2003,Saithe,8,1352000,Saithe8_Nums,Ageclass 8
2003,Saithe,9,1407000,Saithe9_Nums,Ageclass 9
2003,Saithe,10,1113000,Saithe10_Nums,Ageclass 10
2003,Saithe,11,684000,Saithe11_Nums,Ageclass 11
2003,Saithe,12,201000,Saithe12_Nums,Ageclass 12
2003,Saithe,13,104000,Saithe13_Nums,Ageclass 13
2003,Saithe,14,35000,Saithe14_Nums,Ageclass 14
2004,Saithe,1,4.20E+07,Saithe1_Nums,Ageclass 1
2004,Saithe,2,7.30E+07,Saithe2_Nums,Ageclass 2
2004,Saithe,3,2.60E+07,Saithe3_Nums,Ageclass 3
2004,Saithe,4,5.80E+07,Saithe4_Nums,Ageclass 4
2004,Saithe,5,3.80E+07,Saithe5_Nums,Ageclass 5
2004,Saithe,6,2.20E+07,Saithe6_Nums,Ageclass 6
2004,Saithe,7,8362000,Saithe7_Nums,Ageclass 7
2004,Saithe,8,4799000,Saithe8_Nums,Ageclass 8
2004,Saithe,9,749000,Saithe9_Nums,Ageclass 9
2004,Saithe,10,761000,Saithe10_Nums,Ageclass 10
2004,Saithe,11,617000,Saithe11_Nums,Ageclass 11
2004,Saithe,12,380000,Saithe12_Nums,Ageclass 12
2004,Saithe,13,115000,Saithe13_Nums,Ageclass 13
2004,Saithe,14,60000,Saithe14_Nums,Ageclass 14
2005,Saithe,1,1.90E+07,Saithe1_Nums,Ageclass 1
2005,Saithe,2,4.20E+07,Saithe2_Nums,Ageclass 2
2005,Saithe,3,7.30E+07,Saithe3_Nums,Ageclass 3
2005,Saithe,4,2.00E+07,Saithe4_Nums,Ageclass 4
2005,Saithe,5,4.00E+07,Saithe5_Nums,Ageclass 5
2005,Saithe,6,2.40E+07,Saithe6_Nums,Ageclass 6
2005,Saithe,7,1.40E+07,Saithe7_Nums,Ageclass 7
2005,Saithe,8,5271000,Saithe8_Nums,Ageclass 8
2005,Saithe,9,3125000,Saithe9_Nums,Ageclass 9
2005,Saithe,10,476000,Saithe10_Nums,Ageclass 10
2005,Saithe,11,489000,Saithe11_Nums,Ageclass 11
2005,Saithe,12,386000,Saithe12_Nums,Ageclass 12
2005,Saithe,13,240000,Saithe13_Nums,Ageclass 13
2005,Saithe,14,73000,Saithe14_Nums,Ageclass 14
2006,Saithe,1,2.60E+07,Saithe1_Nums,Ageclass 1
2006,Saithe,2,1.90E+07,Saithe2_Nums,Ageclass 2
2006,Saithe,3,4.20E+07,Saithe3_Nums,Ageclass 3
2006,Saithe,4,5.70E+07,Saithe4_Nums,Ageclass 4
2006,Saithe,5,1.40E+07,Saithe5_Nums,Ageclass 5
2006,Saithe,6,2.40E+07,Saithe6_Nums,Ageclass 6
2006,Saithe,7,1.40E+07,Saithe7_Nums,Ageclass 7
2006,Saithe,8,8507000,Saithe8_Nums,Ageclass 8
2006,Saithe,9,3361000,Saithe9_Nums,Ageclass 9
2006,Saithe,10,1941000,Saithe10_Nums,Ageclass 10
2006,Saithe,11,299000,Saithe11_Nums,Ageclass 11
2006,Saithe,12,298000,Saithe12_Nums,Ageclass 12
2006,Saithe,13,239000,Saithe13_Nums,Ageclass 13
2006,Saithe,14,149000,Saithe14_Nums,Ageclass 14
2007,Saithe,1,3.80E+07,Saithe1_Nums,Ageclass 1
2007,Saithe,2,2.60E+07,Saithe2_Nums,Ageclass 2
2007,Saithe,3,1.90E+07,Saithe3_Nums,Ageclass 3
2007,Saithe,4,3.30E+07,Saithe4_Nums,Ageclass 4
2007,Saithe,5,3.80E+07,Saithe5_Nums,Ageclass 5
2007,Saithe,6,8225000,Saithe6_Nums,Ageclass 6
2007,Saithe,7,1.40E+07,Saithe7_Nums,Ageclass 7
2007,Saithe,8,8670000,Saithe8_Nums,Ageclass 8
2007,Saithe,9,5305000,Saithe9_Nums,Ageclass 9
2007,Saithe,10,2037000,Saithe10_Nums,Ageclass 10
2007,Saithe,11,1189000,Saithe11_Nums,Ageclass 11
2007,Saithe,12,178000,Saithe12_Nums,Ageclass 12
2007,Saithe,13,180000,Saithe13_Nums,Ageclass 13
2007,Saithe,14,144000,Saithe14_Nums,Ageclass 14
2008,Saithe,1,3.60E+07,Saithe1_Nums,Ageclass 1
2008,Saithe,2,3.80E+07,Saithe2_Nums,Ageclass 2
2008,Saithe,3,2.60E+07,Saithe3_Nums,Ageclass 3
2008,Saithe,4,1.50E+07,Saithe4_Nums,Ageclass 4
2008,Saithe,5,2.20E+07,Saithe5_Nums,Ageclass 5
2008,Saithe,6,2.30E+07,Saithe6_Nums,Ageclass 6
2008,Saithe,7,4966000,Saithe7_Nums,Ageclass 7
2008,Saithe,8,8834000,Saithe8_Nums,Ageclass 8
2008,Saithe,9,5516000,Saithe9_Nums,Ageclass 9
2008,Saithe,10,3287000,Saithe10_Nums,Ageclass 10
2008,Saithe,11,1275000,Saithe11_Nums,Ageclass 11
2008,Saithe,12,724000,Saithe12_Nums,Ageclass 12
2008,Saithe,13,110000,Saithe13_Nums,Ageclass 13
2008,Saithe,14,111000,Saithe14_Nums,Ageclass 14
2009,Saithe,1,4.30E+07,Saithe1_Nums,Ageclass 1
2009,Saithe,2,3.60E+07,Saithe2_Nums,Ageclass 2
2009,Saithe,3,3.80E+07,Saithe3_Nums,Ageclass 3
2009,Saithe,4,2.00E+07,Saithe4_Nums,Ageclass 4
2009,Saithe,5,9432000,Saithe5_Nums,Ageclass 5
2009,Saithe,6,1.30E+07,Saithe6_Nums,Ageclass 6
2009,Saithe,7,1.30E+07,Saithe7_Nums,Ageclass 7
2009,Saithe,8,2903000,Saithe8_Nums,Ageclass 8
2009,Saithe,9,5386000,Saithe9_Nums,Ageclass 9
2009,Saithe,10,3261000,Saithe10_Nums,Ageclass 10
2009,Saithe,11,1966000,Saithe11_Nums,Ageclass 11
2009,Saithe,12,739000,Saithe12_Nums,Ageclass 12
2009,Saithe,13,426000,Saithe13_Nums,Ageclass 13
2009,Saithe,14,64000,Saithe14_Nums,Ageclass 14
2010,Saithe,1,3.90E+07,Saithe1_Nums,Ageclass 1
2010,Saithe,2,4.30E+07,Saithe2_Nums,Ageclass 2
2010,Saithe,3,3.60E+07,Saithe3_Nums,Ageclass 3
2010,Saithe,4,3.00E+07,Saithe4_Nums,Ageclass 4
2010,Saithe,5,1.30E+07,Saithe5_Nums,Ageclass 5
2010,Saithe,6,5584000,Saithe6_Nums,Ageclass 6
2010,Saithe,7,7462000,Saithe7_Nums,Ageclass 7
2010,Saithe,8,7860000,Saithe8_Nums,Ageclass 8
2010,Saithe,9,1794000,Saithe9_Nums,Ageclass 9
2010,Saithe,10,3231000,Saithe10_Nums,Ageclass 10
2010,Saithe,11,1979000,Saithe11_Nums,Ageclass 11
2010,Saithe,12,1157000,Saithe12_Nums,Ageclass 12
2010,Saithe,13,441000,Saithe13_Nums,Ageclass 13
2010,Saithe,14,254000,Saithe14_Nums,Ageclass 14
2011,Saithe,1,3.90E+07,Saithe1_Nums,Ageclass 1
2011,Saithe,2,3.90E+07,Saithe2_Nums,Ageclass 2
2011,Saithe,3,4.30E+07,Saithe3_Nums,Ageclass 3
2011,Saithe,4,2.80E+07,Saithe4_Nums,Ageclass 4
2011,Saithe,5,2.00E+07,Saithe5_Nums,Ageclass 5
2011,Saithe,6,8056000,Saithe6_Nums,Ageclass 6
2011,Saithe,7,3342000,Saithe7_Nums,Ageclass 7
2011,Saithe,8,4542000,Saithe8_Nums,Ageclass 8
2011,Saithe,9,4965000,Saithe9_Nums,Ageclass 9
2011,Saithe,10,1103000,Saithe10_Nums,Ageclass 10
2011,Saithe,11,2007000,Saithe11_Nums,Ageclass 11
2011,Saithe,12,1195000,Saithe12_Nums,Ageclass 12
2011,Saithe,13,708000,Saithe13_Nums,Ageclass 13
2011,Saithe,14,270000,Saithe14_Nums,Ageclass 14
2012,Saithe,1,2.80E+07,Saithe1_Nums,Ageclass 1
2012,Saithe,2,3.90E+07,Saithe2_Nums,Ageclass 2
2012,Saithe,3,3.90E+07,Saithe3_Nums,Ageclass 3
2012,Saithe,4,3.30E+07,Saithe4_Nums,Ageclass 4
2012,Saithe,5,1.90E+07,Saithe5_Nums,Ageclass 5
2012,Saithe,6,1.20E+07,Saithe6_Nums,Ageclass 6
2012,Saithe,7,4906000,Saithe7_Nums,Ageclass 7
2012,Saithe,8,2068000,Saithe8_Nums,Ageclass 8
2012,Saithe,9,2911000,Saithe9_Nums,Ageclass 9
2012,Saithe,10,3101000,Saithe10_Nums,Ageclass 10
2012,Saithe,11,695000,Saithe11_Nums,Ageclass 11
2012,Saithe,12,1233000,Saithe12_Nums,Ageclass 12
2012,Saithe,13,743000,Saithe13_Nums,Ageclass 13
2012,Saithe,14,440000,Saithe14_Nums,Ageclass 14
2013,Saithe,1,8.00E+07,Saithe1_Nums,Ageclass 1
2013,Saithe,2,2.80E+07,Saithe2_Nums,Ageclass 2
2013,Saithe,3,3.90E+07,Saithe3_Nums,Ageclass 3
2013,Saithe,4,3.00E+07,Saithe4_Nums,Ageclass 4
2013,Saithe,5,2.30E+07,Saithe5_Nums,Ageclass 5
2013,Saithe,6,1.20E+07,Saithe6_Nums,Ageclass 6
2013,Saithe,7,7405000,Saithe7_Nums,Ageclass 7
2013,Saithe,8,3031000,Saithe8_Nums,Ageclass 8
2013,Saithe,9,1323000,Saithe9_Nums,Ageclass 9
2013,Saithe,10,1815000,Saithe10_Nums,Ageclass 10
2013,Saithe,11,1953000,Saithe11_Nums,Ageclass 11
2013,Saithe,12,427000,Saithe12_Nums,Ageclass 12
2013,Saithe,13,765000,Saithe13_Nums,Ageclass 13
2013,Saithe,14,461000,Saithe14_Nums,Ageclass 14
2014,Saithe,1,3.80E+07,Saithe1_Nums,Ageclass 1
2014,Saithe,2,8.00E+07,Saithe2_Nums,Ageclass 2
2014,Saithe,3,2.80E+07,Saithe3_Nums,Ageclass 3
2014,Saithe,4,3.10E+07,Saithe4_Nums,Ageclass 4
2014,Saithe,5,2.00E+07,Saithe5_Nums,Ageclass 5
2014,Saithe,6,1.30E+07,Saithe6_Nums,Ageclass 6
2014,Saithe,7,6830000,Saithe7_Nums,Ageclass 7
2014,Saithe,8,4397000,Saithe8_Nums,Ageclass 8
2014,Saithe,9,1874000,Saithe9_Nums,Ageclass 9
2014,Saithe,10,794000,Saithe10_Nums,Ageclass 10
2014,Saithe,11,1102000,Saithe11_Nums,Ageclass 11
2014,Saithe,12,1150000,Saithe12_Nums,Ageclass 12
2014,Saithe,13,255000,Saithe13_Nums,Ageclass 13
2014,Saithe,14,457000,Saithe14_Nums,Ageclass 14
2015,Saithe,1,4.90E+07,Saithe1_Nums,Ageclass 1
2015,Saithe,2,3.80E+07,Saithe2_Nums,Ageclass 2
2015,Saithe,3,8.00E+07,Saithe3_Nums,Ageclass 3
2015,Saithe,4,2.20E+07,Saithe4_Nums,Ageclass 4
2015,Saithe,5,2.10E+07,Saithe5_Nums,Ageclass 5
2015,Saithe,6,1.30E+07,Saithe6_Nums,Ageclass 6
2015,Saithe,7,8377000,Saithe7_Nums,Ageclass 7
2015,Saithe,8,4349000,Saithe8_Nums,Ageclass 8
2015,Saithe,9,2888000,Saithe9_Nums,Ageclass 9
2015,Saithe,10,1203000,Saithe10_Nums,Ageclass 10
2015,Saithe,11,514000,Saithe11_Nums,Ageclass 11
2015,Saithe,12,697000,Saithe12_Nums,Ageclass 12
2015,Saithe,13,735000,Saithe13_Nums,Ageclass 13
2015,Saithe,14,163000,Saithe14_Nums,Ageclass 14
2016,Saithe,1,1.60E+07,Saithe1_Nums,Ageclass 1
2016,Saithe,2,4.90E+07,Saithe2_Nums,Ageclass 2
2016,Saithe,3,3.80E+07,Saithe3_Nums,Ageclass 3
2016,Saithe,4,6.30E+07,Saithe4_Nums,Ageclass 4
2016,Saithe,5,1.50E+07,Saithe5_Nums,Ageclass 5
2016,Saithe,6,1.30E+07,Saithe6_Nums,Ageclass 6
2016,Saithe,7,7979000,Saithe7_Nums,Ageclass 7
2016,Saithe,8,5337000,Saithe8_Nums,Ageclass 8
2016,Saithe,9,2858000,Saithe9_Nums,Ageclass 9
2016,Saithe,10,1855000,Saithe10_Nums,Ageclass 10
2016,Saithe,11,779000,Saithe11_Nums,Ageclass 11
2016,Saithe,12,326000,Saithe12_Nums,Ageclass 12
2016,Saithe,13,446000,Saithe13_Nums,Ageclass 13
2016,Saithe,14,470000,Saithe14_Nums,Ageclass 14
2017,Saithe,1,3.20E+07,Saithe1_Nums,Ageclass 1
2017,Saithe,2,1.60E+07,Saithe2_Nums,Ageclass 2
